header,price,subtitle
"2-комнатная квартира, 52.9 м², 5/5 этаж",13500000,Жекибаева 133
"3-комнатная квартира, 83 м², 8/10 этаж",32000000,"Казыбек би р-н, проспект Шахтёров 74 — Таттимбета"
"3-комнатная квартира, 62 м², 4/5 этаж",25000000,"Казыбек би р-н, Гоголя 56/3"
"1-комнатная квартира, 33.6 м², 1/9 этаж",14000000,"Казыбек би р-н, мкр Юго-Восток, Муканова 18"
"3-комнатная квартира, 78 м², 2/11 этаж",38500000,"Казыбек би р-н, мкр Юго-Восток, Сарыарка 19"
"2-комнатная квартира, 45 м², 4/5 этаж",12500000,"Алихана Бокейханова р-н, 17 микрорайон 47"
"4-комнатная квартира, 62 м², 4/5 этаж",16700000,"Алихана Бокейханова р-н, мкр Майкудук, 14й микрорайон"
"3-комнатная квартира, 101.21 м², 1/2 этаж",27326600,"Казыбек би р-н, мкр Кунгей   61 — Гапеева с Турекулова"
"1-комнатная квартира, 32 м², 2/5 этаж",15000000,"Казыбек би р-н, мкр Новый Город, проспект Нуркена Абдирова 39"
"1-комнатная квартира, 33.6 м², 1/9 этаж",14000000,"Казыбек би р-н, мкр Юго-Восток, Муканова 18"
"1-комнатная квартира, 42.7 м², 4/10 этаж",16500000,"Казыбек би р-н, мкр Новый Город, Б. Ашимова 21"
"4-комнатная квартира, 74 м², 5/5 этаж",24700000,"Казыбек би р-н, Крылова 34"
"3-комнатная квартира, 64 м², 5/5 этаж",22000000,"Казыбек би р-н, мкр Михайловка , Кривогуза"
"2-комнатная квартира, 53.6 м², 8/10 этаж",25000000,"Казыбек би р-н, мкр Юго-Восток, Таттимбета"
"2-комнатная квартира, 44 м², 5/5 этаж",15300000,"Казыбек би р-н, Ержанова 32/2"
"3-комнатная квартира, 79 м², 2/10 этаж",33500000,"Казыбек би р-н, Сарыарка 31"
"2-комнатная квартира, 65.49 м²",19000000,"Казыбек би р-н, мкр Кунгей   — Гапеева с Турекулова"
"2-комнатная квартира, 44 м², 5/5 этаж",7900000,"Октябрьский р-н, мкр Пришахтинск, 21й микрорайон"
"5-комнатная квартира, 115.5 м², 2/2 этаж",34650000,"Казыбек би р-н, мкр Михайловка  49"
"2-комнатная квартира, 44 м², 5/5 этаж",9950000,"Октябрьский р-н, мкр Пришахтинск, 22й микрорайон"
"3-комнатная квартира, 67.1 м², 1/2 этаж",10200000,"Октябрьский р-н, Маметовой 60"
"4-комнатная квартира, 73 м², 1/9 этаж",25500000,"Казыбек би р-н, Гапеева 5"
"5-комнатная квартира, 85 м², 3/5 этаж",22100000,"Алихана Бокейханова р-н, мкр Майкудук, Восток-2 14"
"2-комнатная квартира, 47.9 м², 4/5 этаж",11000000,"Алихана Бокейханова р-н, мкр Майкудук, 14й микрорайон 3"
"2-комнатная квартира, 65 м², 16/16 этаж",22000000,"Казыбек би р-н, мкр Юго-Восток, Шахтёров 60"
"3-комнатная квартира, 57.1 м², 3/9 этаж",23000000,"Казыбек би р-н, мкр Новый Город, Нуркена Абдирова 20"
"2-комнатная квартира, 59 м², 5/10 этаж",19500000,"Казыбек би р-н, Муканова 21/3"
"1-комнатная квартира, 28 м², 9/9 этаж",7500000,"Казыбек би р-н, Бухар-Жырау 96"
"4-комнатная квартира, 104 м², 7/9 этаж",48000000,Нуркен Абдирова 25
"3-комнатная квартира, 62 м², 5/9 этаж",20000000,"Алихана Бокейханова р-н, мкр Майкудук, Мкр Майкудук, мкр Восток-1 2"
"3-комнатная квартира, 63 м², 8/9 этаж",23000000,"Казыбек би р-н, мкр Новый Город, Ержанова 19"
"1-комнатная квартира, 32.5 м², 7/9 этаж",13000000,"Казыбек би р-н, мкр Юго-Восток, Камали дюсембекова 3"
"3-комнатная квартира, 83 м², 9/9 этаж",23900000,"Казыбек би р-н, мкр Новый Город, Ермекова 106а"
"3-комнатная квартира, 46.9 м², 5/5 этаж",13500000,"Алихана Бокейханова р-н, мкр Майкудук, Мкр Майкудук, 15й микрорайон 20"
"1-комнатная квартира, 31 м², 1/2 этаж",9000000,"Алихана Бокейханова р-н, мкр Старый Майкудук, Белинского"
"2-комнатная квартира, 53 м², 6/9 этаж",20500000,"Казыбек би р-н, мкр Юго-Восток, 30й микрорайон 10 — Гапеева"
"5-комнатная квартира, 160 м², 3/5 этаж",106000000,"Казыбек би р-н, мкр Юго-Восток, Степной 2"
"2-комнатная квартира, 49.1 м², 2/5 этаж",15400000,"Алихана Бокейханова р-н, Бирюзова 41"
"2-комнатная квартира, 70 м², 11/16 этаж",23500000,"Казыбек би р-н, Бауыржана Момышулы 26/3"
"3-комнатная квартира, 47 м², 1/5 этаж",11000000,"Алихана Бокейханова р-н, мкр Майкудук, 13й микрорайон"
"4-комнатная квартира, 81.4 м², 3/5 этаж",36000000,"Казыбек би р-н, Мкр Степной-2 3"
"4-комнатная квартира, 78 м², 9/9 этаж",26500000,"Казыбек би р-н, мкр Юго-Восток, Мкр Гульдер 2 15 — Татимбета"
"3-комнатная квартира, 68 м², 5/9 этаж",25700000,"Казыбек би р-н, мкр Юго-Восток, Университетская"
"4-комнатная квартира, 89 м², 6/9 этаж",40000000,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 27й микрорайон 5"
"2-комнатная квартира, 45.2 м², 5/5 этаж",17000000,"Казыбек би р-н, мкр Юго-Восток, 28й микрорайон — Сатыбалдина"
"2-комнатная квартира, 46.6 м², 1/5 этаж",16000000,"Алихана Бокейханова р-н, мкр Майкудук"
"2-комнатная квартира, 43.3 м², 5/5 этаж",17000000,"Казыбек би р-н, мкр Юго-Восток, Карбышева 10"
"2-комнатная квартира, 45 м², 4/5 этаж",11800000,"Алихана Бокейханова р-н, 12 мкр, 39"
"5-комнатная квартира, 153 м², 1/5 этаж",70000000,"Казыбек би р-н, мкр Юго-Восток"
"4-комнатная квартира, 74 м², 3/5 этаж",19500000,"Алихана Бокейханова р-н, мкр Майкудук, 13й микрорайон 42"
"4-комнатная квартира, 88 м², 3/4 этаж",87000000,"Казыбек би р-н, Назарбаева 7 — Бульвар Мира"
"2-комнатная квартира, 57 м², 4/5 этаж",43500000,"Казыбек би р-н, Лободы 7А — Бухар Жырау"
"2-комнатная квартира, 48 м², 3/5 этаж",17000000,"Алихана Бокейханова р-н, мкр Майкудук, Кузембаева 86"
"1-комнатная квартира, 40.3 м², 1/5 этаж",11300000,"Алихана Бокейханова р-н, мкр Майкудук, Мкр Майкудук, мкр Восток-3 17"
"4-комнатная квартира, 63 м², 2/5 этаж",15800000,"Алихана Бокейханова р-н, мкр Майкудук 52"
"3-комнатная квартира, 55 м², 5/5 этаж",12000000,"Алихана Бокейханова р-н, мкр Пришахтинск, улица Зелинского 24/4"
"1-комнатная квартира, 16.7 м², 5/5 этаж",4300000,"Казыбек би р-н, Лободы 43"
"3-комнатная квартира, 48 м², 2/5 этаж",15000000,17-й мкр
"1-комнатная квартира, 31 м², 2/5 этаж",8200000,"Алихана Бокейханова р-н, мкр Майкудук, 15й микрорайон"
"2-комнатная квартира, 45 м², 3/5 этаж",13000000,"Алихана Бокейханова р-н, мкр Майкудук, 16й микрорайон 25/2"
"4-комнатная квартира, 108.8 м², 3/5 этаж",40000000,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 16/1"
"2-комнатная квартира, 54.4 м², 2/3 этаж",27500000,"Казыбек би р-н, мкр Юго-Восток"
